OBJECTID,UCS,UCS_F,UCS_TIPO,DEPARTAMENTO,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGIA,CARACTERISTICAS,PERFILES,AREA_ha,SHAPE_Leng,NUM_SUELOS,SUELO1,SUELO2,SUELO3,SUELO4,SUELO5,SUELO6,PORC1,PORC2,PORC3,PORC4,PORC5,PORC6
1976,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1977,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1978,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1979,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1980,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1981,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1982,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1983,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1984,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1985,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1986,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1987,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1988,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1989,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1990,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1991,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1992,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1993,AVBd2,AVBd2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1994,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1995,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1996,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1997,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1998,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1999,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
2000,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
2001,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
2002,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
2003,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
2004,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
2005,AVBd2,AVBd2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
2006,AVBd2,AVBd2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
2007,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
