OBJECTID,UCS,UCS_F,UCS_TIPO,DEPARTAMENTO,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGIA,CARACTERISTICAS,PERFILES,AREA_ha,SHAPE_Leng,NUM_SUELOS,SUELO1,SUELO2,SUELO3,SUELO4,SUELO5,SUELO6,PORC1,PORC2,PORC3,PORC4,PORC5,PORC6
1942,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1943,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1944,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1945,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1946,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1947,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1948,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1949,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1950,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1951,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1952,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1953,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1954,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1955,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1956,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1957,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1958,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1959,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1960,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1961,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1962,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1963,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1964,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1965,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1966,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1967,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1968,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1969,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1970,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1971,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1972,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1973,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1974,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
1975,AVBc2,AVBc2,Complejo,Vichada,AItiIIanura,Calido_humedo,Lomas,"AIteritas_de_rocas_sedimentarias_terciarias_y_sedimentos_arcillo_arenosos,_con_presencia_de_capas_de_gravillas_petroferricas_de_diferente_espesor_y_localmente_corazas_petroferricas","Profundos_y_muy_superficiaIes_Iimitados_por_aItos_contenidos_de_gravillas_petroferricas_y_horizontes_de_texturas_gruesas_y_moderadamente_gruesas,_drenaje_bueno_y_moderadamente_excesivo;_saturacion_de_aluminio_alta_y_muy_alta,_reaccion_muy_fuertemente","VC-23, VC-26, VC-77, VC-80, VC-83; VC-22, VC-33, CT-05, LV-02; VC-36; VC-75",,,4,Plinthic_Kandiustults,Typic_Kandiustults,Typic_Haplustox,Petroferric_Haplustox,NA,NA,35,35,20,10,NA,NA
